周期,日期,指数,指数择时,指数特点,盘前检查,中级周期,情绪节点,大盘指数,微盘指数,日内强势题材,题材档位,,,情绪,,,,是否开仓,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/6/4,震荡开,空,背离,是,B,混沌,-0.2,-2.11,芯片，机器人，电力,"AI硬件（光通信。MLCC电容，PCB,存储芯片），电力",玻璃基板，AI硬件(算力，原材料)，机器人，地产，消费，航天,医药,"多核心反核,大面数增加",弱转强,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/6/5,A杀,空,背离,是,B,混沌,-1.61,1.44,机器人，芯片，玻璃基,"AI硬件（光通信。MLCC电容，PCB,存储芯片），电力",玻璃基板，AI硬件(算力，原材料)，机器人，地产，消费，航天,医药,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/6/8,"向下杀跌,大低开",空,背离,是,B,冰点,-2.02,-2.64,机器人，地产,"机器人，AI硬件（光通信。MLCC电容）,玻璃基板","电力，AI硬件(PCB,存储芯片，算力，原材料)，地产，消费，AI应用,航天",医药,"无明显反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/6/9,"向上大阳,震荡开",空,背离,是,B,修复--中等,1.81,0.19,芯片，PCB，光通信,"机器人，AI硬件（光通信。MLCC电容）,玻璃基板","电力，AI硬件(PCB,存储芯片，算力，原材料)，地产，消费，AI应用,航天",医药,"多核心反核,大面数减少",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/6/10,"宽幅震荡,震荡开",空,背离,是,B,混沌分歧,-0.83,-1.7,芯片，PCB，光通信,"AI硬件（光通信，原材料，MLCC电容，PCB,），机器人(仿真ACE),玻璃基板",AI应用，化工，电力，AI硬件(存储芯片，算力，)，航天,地产，消费,"单核心反核,大面数增加",弱转强,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/6/11,"宽幅震荡,震荡开",空,背离,是,B,混沌分歧,0.15,-1.57,化工，芯片,"AI硬件（半导体设备，光通信，原材料，MLCC电容，PCB）,化工(电子气体)",玻璃基板，机器人，AI应用，电力，AI硬件(存储芯片，算力，)，航天,地产，消费,"多核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/6/12,向上大阳,空,共振,是,B,修复--弱,1,1.03,有色,"有色，AI硬件（PCB，光通信）,化工",航天，AI硬件(半导体设备，原材料，MLCC电容，存储芯片，算力)，玻璃基板消费，低空，机器人，电力,,"单核心反核,大面数增加",分歧,中规中矩,1,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/6/15,"向上大阳,大高开",转,共振,是,趋势A,修复--中等,2.54,-0.64,"PCB,光通信，有色",AI硬件（PCB上游，光通信）,有色（算力金属)，AI硬件(MLCC电容，半导体设备，原材料，存储芯片，算力)，化工，机器人，航天，，玻璃基板消费，低空，电力,,"单核心反核,大面数减少",分歧,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/6/16,"宽幅震荡,震荡开",转,共振,是,趋势A,日内分歧转一致,0.22,0.91,PCB，光，机器人,AI硬件（PCB上游，光通信）,有色（算力金属)，AI硬件(MLCC电容，半导体设备，原材料，存储芯片，算力)，化工，机器人，航天，，玻璃基板消费，低空，电力,,"多核心反核,大面数减少",加速,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/6/17,"小步碎阳,震荡开",转,共振,是,趋势A,日内分歧转一致,1.32,-2.51,"PCB,芯片，玻璃",AI硬件（PCB上游，光通信）,有色（算力金属)，AI硬件(MLCC电容，半导体设备，原材料，存储芯片，算力)，化工，机器人，航天，，玻璃基板消费，低空，电力,,"多核心反核,无大面",分歧,中规中矩,3,买入1进2试错,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/6/18,"宽幅震荡,震荡开",多,共振,是,趋势A,主升--延续,-0.24,-1.02,PCB，芯片，有色，机器人,AI硬件（PCB上游，光通信）,有色（算力金属)，AI硬件(MLCC电容，半导体设备，原材料，存储芯片，算力)，化工，机器人，航天，，玻璃基板消费，低空，电力,,"单核心反核,大面数增加",分歧,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/6/22,"向上大阳,V杀",多,共振,是,趋势A,主升--高潮,2.69,0.79,有色，光通信，砖石,AI硬件（PCB上游，光通信）,有色（算力金属)，AI硬件(MLCC电容，半导体设备，原材料，存储芯片，算力)，化工，机器人，航天，，玻璃基板消费，低空，电力,,"多核心反核,大面数增加",加速,中规中矩,2,买入1进2试错,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/6/23,"向下杀跌,震荡开",转,共振,是,趋势A,主升--分歧,-2.36,2.44,医药，机器人，芯片,AI硬件（PCB上游，光通信）,有色（算力金属)，AI硬件(MLCC电容，半导体设备，原材料，存储芯片，算力)，化工，机器人，航天，，玻璃基板消费，低空，电力,,"单核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/6/24,"小步碎阳,震荡开",多,震荡,是,趋势A,修复--强,0.92,-4.01,光，材料，存储,AI硬件（原材料，存储芯片，光通信，半导体设备，PCB）,机器人，有色（算力金属)，证券，玻璃基板，化工，航天，消费，低空，电力,,"多核心反核,大面数减少",弱转强,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/6/25,"宽幅震荡,震荡开",多,震荡,是,趋势A,主升--延续,1.22,-3.01,存储，光，证券，元件,AI硬件（原材料，存储芯片，光通信，半导体设备，PCB）,机器人，有色（算力金属)，证券，玻璃基板，化工，航天，消费，低空，电力,,"多核心反核,大面数增加",分歧,分歧,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/6/26,"向下杀跌,大低开",转,背离,是,趋势A,冰点,-2.49,-1.59,玻璃板，存储，航天,AI硬件（原材料，存储芯片，光通信，半导体设备，PCB）,机器人，有色（算力金属)，证券，玻璃基板，化工，航天，消费，低空，电力,,"单核心反核,大面数增加",加速,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/6/29,"V杀,震荡开",多,共振,是,趋势A,修复--中等,0.94,-0.03,医药，存储，核聚变，半导体材料,AI硬件（半导体原材料，存储芯片，半导体设备），玻璃基板,AI硬件(PCB，光通信，MLCC），医药，消费，证券，机器人，有色（算力金属)，核聚变,,"单核心反核,大面数增加",分歧,分歧,4,"不开,买入核心",,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/6/30,"小步碎阳,大低开",多,共振,是,趋势A,主升--延续,0.64,0.08,芯片，机器人，航天,AI硬件（半导体原材料，存储芯片，半导体设备），玻璃基板,AI硬件(PCB，光通信，MLCC），医药，消费，证券，机器人，有色（算力金属)，核聚变,,"单核心反核,大面数减少",分歧,中规中矩,3,不开,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/7/1,"向上大阳,震荡开",多,共振,是,趋势A,加速转衰竭,0.17,3.68,老登，半导体材料，机器人,AI硬件（半导体原材料，存储芯片，半导体设备），玻璃基板,机器人，化工，证券地产，医药，消费电子，AI硬件(算力，PCB，光通信，MLCC），消费，有色（算力金属)，电力,,"多核心反核,大面数减少",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/7/2,"向下杀跌,大低开",转,震荡,是,B,退潮,-3.26,0.54,机器人，医药,AI硬件（半导体原材料，存储芯片，半导体设备），玻璃基板,机器人，化工，证券地产，医药，消费电子，AI硬件(算力，PCB，光通信，MLCC），消费，有色（算力金属)，电力,,"多核心反核,大面数减少",加速,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/7/3,"小步碎阳,震荡开",转,震荡,是,B,混沌,,,机器人，PCB，,,机器人，AI硬件（半导体原材料，存储芯片，）氟化工玻璃基板，，证券地产，医药，消费电子，AI硬件(半导体设备，算力，PCB，光通信，MLCC），消费，有色（算力金属),电力,"多核心反核,大面数减少",加速,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/7/6,"V杀,宽幅震荡",转,震荡,是,D,混沌分歧,-0.2,-0.7,交换机，消费,,机器人，AI硬件（半导体原材料，存储芯片，）氟化工玻璃基板，，证券地产，医药，消费电子，AI硬件(半导体设备，算力，PCB，光通信，MLCC），消费，有色（算力金属),电力,"单核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/7/7,"向下杀跌,震荡开",空,震荡,是,D,冰点,-1.25,-4,交换机，消费,,机器人，AI硬件（半导体原材料，存储芯片，）氟化工玻璃基板，，证券地产，医药，消费电子，AI硬件(半导体设备，算力，PCB，光通信，MLCC），消费，有色（算力金属),电力,"单核心反核,大面数增加",加速,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/7/8,"向下杀跌,震荡开",空,震荡,是,D,冰点,-1.07,-0.31,算力，芯片,,AI硬件（国产算力，半导体芯片，光，半导体材料，半导体设备，存储芯片，）机器人，医药,电力,"单核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/7/9,"向上大阳,震荡开",空,止跌阳,是,D,修复--强,2.79,-0.29,半导体，设备,,AI硬件（国产算力，半导体设备，封测，半导体芯片，光，半导体材料，存储芯片，）机器人，医药，消费,,"多核心反核,大面数减少",弱转强,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/7/10,向下杀跌,空,震荡,是,D,加速转衰竭,,,医药，航天,,AI硬件（国产算力，半导体设备，封测，半导体芯片，光，半导体材料，存储芯片，）机器人，医药，消费,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/7/13,"向下杀跌,大低开",空,背离,是,D,冰点,-2.56,-3.53,医药,国产算力,AI硬件（半导体芯片，半导体设备，封测，光，半导体材料，存储芯片，），医药，机器人，消费，航天,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/7/14,"向上大阳,V杀",空,背离,是,D,修复--中等,1.93,2.49,医药，PCB，光,,医药，国产算力，光通信，PCB,,"单核心反核,大面数减少",分歧,分歧,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/7/15,"宽幅震荡,震荡开",空,背离,是,D,混沌,-0.87,0.72,医药，光,医药,光通信，PCB，国产算力，机器人，消费,,"多核心反核,大面数增加",加速,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/7/16,向下杀跌,空,背离,是,D,冰点,-2.05,1.12,医药,医药,光通信，PCB，国产算力，机器人，消费,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/7/17,向下杀跌,空,背离,是,D,冰点,-3.8,-4.44,电力,医药,光通信，PCB，国产算力，机器人，消费,,"无明显反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/7/20,"宽幅震荡,大高开",空,背离,是,D,退潮,0.48,-4.5,电力，算力，医药,医药,光通信，PCB，国产算力，机器人，消费,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/7/21,"向上大阳,V杀",空,共振,是,D,修复--强,3.46,-1.05,科技芯片，,,半导体设备，算力，医药，电力，白酒消费，油气，光通信，AI应用，机器人,,"多核心反核,大面数减少",分歧,分歧,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/7/22,"小步碎阳,V杀",空,共振,是,D,加速转衰竭,0.05,-1.72,科技芯片，,半导体设备，算力,光通信，医药，半导体芯片，电力，白酒消费,,"多核心反核,大面数减少",加速,中规中矩,2,,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/7/23,"小步碎阳,宽幅震荡",空,共振,是,D,混沌,0.03,4.16,电力，算力,电力，算力,半导体设备，医药，有色，光通信，半导体芯片，白酒消费，军工,,"单核心反核,大面数减少",加速,中规中矩,2,,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/7/24,向下杀跌,空,震荡,是,D,混沌,-1.74,-2.15,电力,电力，算力,半导体设备，医药，有色，光通信，半导体芯片，白酒消费，军工,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/7/27,"向上大阳,震荡开",空,震荡,是,B,修复--弱,1.37,3.83,电力，科技，医药,电力,半导体设备，医药，有色，光通信，半导体芯片，白酒消费，军工,,"多核心反核,大面数减少",加速,中规中矩,3,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/7/28,向下杀跌,空,震荡,是,B,混沌分歧,-2.88,1.17,脑机,电力,光刻，脑机，医药，半导体设备，消费，PCB，算力，机器人，半导体芯片,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/7/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
